"region";"år";"statistikkvariabel";"07459: Befolkning, etter region, år og statistikkvariabel"
"0136 Rygge (-2019)";"1992";"Personer";12097
"0136 Rygge (-2019)";"1993";"Personer";12142
"0136 Rygge (-2019)";"1994";"Personer";12189
"0136 Rygge (-2019)";"1995";"Personer";12303
"0136 Rygge (-2019)";"1996";"Personer";12493
"0136 Rygge (-2019)";"1997";"Personer";12608
"0136 Rygge (-2019)";"1998";"Personer";12887
"0136 Rygge (-2019)";"1999";"Personer";13110
"0136 Rygge (-2019)";"2000";"Personer";13288
"0136 Rygge (-2019)";"2001";"Personer";13465
"0136 Rygge (-2019)";"2002";"Personer";13539
"0136 Rygge (-2019)";"2003";"Personer";13775
"0136 Rygge (-2019)";"2004";"Personer";13753
"0136 Rygge (-2019)";"2005";"Personer";13712
"0136 Rygge (-2019)";"2006";"Personer";13862
"0136 Rygge (-2019)";"2007";"Personer";13839
"0136 Rygge (-2019)";"2008";"Personer";13914
"0136 Rygge (-2019)";"2009";"Personer";14105
"0136 Rygge (-2019)";"2010";"Personer";14293
"0136 Rygge (-2019)";"2011";"Personer";14426
"0136 Rygge (-2019)";"2012";"Personer";14691
"0136 Rygge (-2019)";"2013";"Personer";14967
"0136 Rygge (-2019)";"2014";"Personer";15101
"0136 Rygge (-2019)";"2015";"Personer";15242
"0136 Rygge (-2019)";"2016";"Personer";15458
"0136 Rygge (-2019)";"2017";"Personer";15747
"0136 Rygge (-2019)";"2018";"Personer";16083
"0136 Rygge (-2019)";"2019";"Personer";16145
"0137 Våler (Østfold) (-2019)";"1986";"Personer";3594
"0137 Våler (Østfold) (-2019)";"1987";"Personer";3742
"0137 Våler (Østfold) (-2019)";"1988";"Personer";3847
"0137 Våler (Østfold) (-2019)";"1989";"Personer";3883
"0137 Våler (Østfold) (-2019)";"1990";"Personer";4070
"0137 Våler (Østfold) (-2019)";"1991";"Personer";4092
"0137 Våler (Østfold) (-2019)";"1992";"Personer";4101
"0137 Våler (Østfold) (-2019)";"1993";"Personer";4148
"0137 Våler (Østfold) (-2019)";"1994";"Personer";4298
"0137 Våler (Østfold) (-2019)";"1995";"Personer";4015
"0137 Våler (Østfold) (-2019)";"1996";"Personer";3884
"0137 Våler (Østfold) (-2019)";"1997";"Personer";3900
"0137 Våler (Østfold) (-2019)";"1998";"Personer";3898
"0137 Våler (Østfold) (-2019)";"1999";"Personer";3933
"0137 Våler (Østfold) (-2019)";"2000";"Personer";4059
"0137 Våler (Østfold) (-2019)";"2001";"Personer";4113
"0137 Våler (Østfold) (-2019)";"2002";"Personer";4126
"0137 Våler (Østfold) (-2019)";"2003";"Personer";4002
"0137 Våler (Østfold) (-2019)";"2004";"Personer";4003
"0137 Våler (Østfold) (-2019)";"2005";"Personer";4020
"0137 Våler (Østfold) (-2019)";"2006";"Personer";4071
"0137 Våler (Østfold) (-2019)";"2007";"Personer";4152
"0137 Våler (Østfold) (-2019)";"2008";"Personer";4268
"0137 Våler (Østfold) (-2019)";"2009";"Personer";4437
"0137 Våler (Østfold) (-2019)";"2010";"Personer";4472
"0137 Våler (Østfold) (-2019)";"2011";"Personer";4573
"0137 Våler (Østfold) (-2019)";"2012";"Personer";4705
"0137 Våler (Østfold) (-2019)";"2013";"Personer";4857
"0137 Våler (Østfold) (-2019)";"2014";"Personer";4978
"0137 Våler (Østfold) (-2019)";"2015";"Personer";5100
"0137 Våler (Østfold) (-2019)";"2016";"Personer";5186
"0137 Våler (Østfold) (-2019)";"2017";"Personer";5335
"0137 Våler (Østfold) (-2019)";"2018";"Personer";5471
"0137 Våler (Østfold) (-2019)";"2019";"Personer";5593
"0138 Hobøl (-2019)";"1986";"Personer";3781
"0138 Hobøl (-2019)";"1987";"Personer";3783
"0138 Hobøl (-2019)";"1988";"Personer";3809
"0138 Hobøl (-2019)";"1989";"Personer";3881
"0138 Hobøl (-2019)";"1990";"Personer";3980
"0138 Hobøl (-2019)";"1991";"Personer";3990
"0138 Hobøl (-2019)";"1992";"Personer";3962
"0138 Hobøl (-2019)";"1993";"Personer";3932
"0138 Hobøl (-2019)";"1994";"Personer";3971
"0138 Hobøl (-2019)";"1995";"Personer";3965
"0138 Hobøl (-2019)";"1996";"Personer";4016
"0138 Hobøl (-2019)";"1997";"Personer";4047
"0138 Hobøl (-2019)";"1998";"Personer";4156
"0138 Hobøl (-2019)";"1999";"Personer";4307
"0138 Hobøl (-2019)";"2000";"Personer";4366
"0138 Hobøl (-2019)";"2001";"Personer";4472
"0138 Hobøl (-2019)";"2002";"Personer";4455
"0138 Hobøl (-2019)";"2003";"Personer";4469
"0138 Hobøl (-2019)";"2004";"Personer";4504
"0138 Hobøl (-2019)";"2005";"Personer";4557
"0138 Hobøl (-2019)";"2006";"Personer";4564
"0138 Hobøl (-2019)";"2007";"Personer";4578
"0138 Hobøl (-2019)";"2008";"Personer";4622
"0138 Hobøl (-2019)";"2009";"Personer";4661
"0138 Hobøl (-2019)";"2010";"Personer";4742
"0138 Hobøl (-2019)";"2011";"Personer";4852
"0138 Hobøl (-2019)";"2012";"Personer";4911
"0138 Hobøl (-2019)";"2013";"Personer";4980
"0138 Hobøl (-2019)";"2014";"Personer";5187
"0138 Hobøl (-2019)";"2015";"Personer";5343
"0138 Hobøl (-2019)";"2016";"Personer";5382
"0138 Hobøl (-2019)";"2017";"Personer";5557
"0138 Hobøl (-2019)";"2018";"Personer";5621
"0138 Hobøl (-2019)";"2019";"Personer";5642
"0211 Vestby (-2019)";"1986";"Personer";10952
"0211 Vestby (-2019)";"1987";"Personer";11220
"0211 Vestby (-2019)";"1988";"Personer";11226
"0211 Vestby (-2019)";"1989";"Personer";11318
"0211 Vestby (-2019)";"1990";"Personer";11286
"0211 Vestby (-2019)";"1991";"Personer";11217
"0211 Vestby (-2019)";"1992";"Personer";11273
"0211 Vestby (-2019)";"1993";"Personer";11223
"0211 Vestby (-2019)";"1994";"Personer";11272
"0211 Vestby (-2019)";"1995";"Personer";11341
"0211 Vestby (-2019)";"1996";"Personer";11362
"0211 Vestby (-2019)";"1997";"Personer";11431
"0211 Vestby (-2019)";"1998";"Personer";11549
"0211 Vestby (-2019)";"1999";"Personer";11597
"0211 Vestby (-2019)";"2000";"Personer";11815
"0211 Vestby (-2019)";"2001";"Personer";12241
"0211 Vestby (-2019)";"2002";"Personer";12515
"0211 Vestby (-2019)";"2003";"Personer";12724
"0211 Vestby (-2019)";"2004";"Personer";12834
"0211 Vestby (-2019)";"2005";"Personer";12990
"0211 Vestby (-2019)";"2006";"Personer";13159
"0211 Vestby (-2019)";"2007";"Personer";13414
"0211 Vestby (-2019)";"2008";"Personer";13825
"0211 Vestby (-2019)";"2009";"Personer";14095
"0211 Vestby (-2019)";"2010";"Personer";14373
"0211 Vestby (-2019)";"2011";"Personer";14708
"0211 Vestby (-2019)";"2012";"Personer";15143
"0211 Vestby (-2019)";"2013";"Personer";15605
"0211 Vestby (-2019)";"2014";"Personer";15944
"0211 Vestby (-2019)";"2015";"Personer";16310
"0211 Vestby (-2019)";"2016";"Personer";16732
"0211 Vestby (-2019)";"2017";"Personer";17188
"0211 Vestby (-2019)";"2018";"Personer";17486
"0211 Vestby (-2019)";"2019";"Personer";17824
"0213 Ski (-2019)";"1986";"Personer";21551
"0213 Ski (-2019)";"1987";"Personer";21720
"0213 Ski (-2019)";"1988";"Personer";21979
"0213 Ski (-2019)";"1989";"Personer";22167
"0213 Ski (-2019)";"1990";"Personer";22300
"0213 Ski (-2019)";"1991";"Personer";22367
"0213 Ski (-2019)";"1992";"Personer";22530
"0213 Ski (-2019)";"1993";"Personer";23015
"0213 Ski (-2019)";"1994";"Personer";23391
"0213 Ski (-2019)";"1995";"Personer";23595
"0213 Ski (-2019)";"1996";"Personer";24054
"0213 Ski (-2019)";"1997";"Personer";24457
"0213 Ski (-2019)";"1998";"Personer";24766
"0213 Ski (-2019)";"1999";"Personer";25217
"0213 Ski (-2019)";"2000";"Personer";25394
"0213 Ski (-2019)";"2001";"Personer";25536
"0213 Ski (-2019)";"2002";"Personer";25763
"0213 Ski (-2019)";"2003";"Personer";26155
"0213 Ski (-2019)";"2004";"Personer";26588
"0213 Ski (-2019)";"2005";"Personer";26800
"0213 Ski (-2019)";"2006";"Personer";27010
"0213 Ski (-2019)";"2007";"Personer";27247
"0213 Ski (-2019)";"2008";"Personer";27479
"0213 Ski (-2019)";"2009";"Personer";27699
"0213 Ski (-2019)";"2010";"Personer";28023
"0213 Ski (-2019)";"2011";"Personer";28587
"0213 Ski (-2019)";"2012";"Personer";28970
"0213 Ski (-2019)";"2013";"Personer";29307
"0213 Ski (-2019)";"2014";"Personer";29542
"0213 Ski (-2019)";"2015";"Personer";29775
"0213 Ski (-2019)";"2016";"Personer";30261
"0213 Ski (-2019)";"2017";"Personer";30698
"0213 Ski (-2019)";"2018";"Personer";30880
"0213 Ski (-2019)";"2019";"Personer";30843
"0214 Ås (-2019)";"1986";"Personer";11351
"0214 Ås (-2019)";"1987";"Personer";11403
"0214 Ås (-2019)";"1988";"Personer";11597
"0214 Ås (-2019)";"1989";"Personer";11765
"0214 Ås (-2019)";"1990";"Personer";11917
"0214 Ås (-2019)";"1991";"Personer";11935
"0214 Ås (-2019)";"1992";"Personer";11909
"0214 Ås (-2019)";"1993";"Personer";12086
"0214 Ås (-2019)";"1994";"Personer";12206
"0214 Ås (-2019)";"1995";"Personer";12354
"0214 Ås (-2019)";"1996";"Personer";12516
"0214 Ås (-2019)";"1997";"Personer";12734
"0214 Ås (-2019)";"1998";"Personer";13090
"0214 Ås (-2019)";"1999";"Personer";13260
"0214 Ås (-2019)";"2000";"Personer";13568
"0214 Ås (-2019)";"2001";"Personer";13838
"0214 Ås (-2019)";"2002";"Personer";14037
"0214 Ås (-2019)";"2003";"Personer";14227
"0214 Ås (-2019)";"2004";"Personer";14323
"0214 Ås (-2019)";"2005";"Personer";14472
"0214 Ås (-2019)";"2006";"Personer";14530
"0214 Ås (-2019)";"2007";"Personer";14873
"0214 Ås (-2019)";"2008";"Personer";15324
"0214 Ås (-2019)";"2009";"Personer";15863
"0214 Ås (-2019)";"2010";"Personer";16386
"0214 Ås (-2019)";"2011";"Personer";16733
"0214 Ås (-2019)";"2012";"Personer";17284
"0214 Ås (-2019)";"2013";"Personer";17568
"0214 Ås (-2019)";"2014";"Personer";17969
"0214 Ås (-2019)";"2015";"Personer";18503
"0214 Ås (-2019)";"2016";"Personer";18992
"0214 Ås (-2019)";"2017";"Personer";19288
"0214 Ås (-2019)";"2018";"Personer";20084
"0214 Ås (-2019)";"2019";"Personer";20335
"0215 Frogn (-2019)";"1986";"Personer";9502
"0215 Frogn (-2019)";"1987";"Personer";9740
"0215 Frogn (-2019)";"1988";"Personer";9888
"0215 Frogn (-2019)";"1989";"Personer";9959
"0215 Frogn (-2019)";"1990";"Personer";10113
"0215 Frogn (-2019)";"1991";"Personer";10297
"0215 Frogn (-2019)";"1992";"Personer";10465
"0215 Frogn (-2019)";"1993";"Personer";10673
"0215 Frogn (-2019)";"1994";"Personer";10863
"0215 Frogn (-2019)";"1995";"Personer";11347
"0215 Frogn (-2019)";"1996";"Personer";11804
"0215 Frogn (-2019)";"1997";"Personer";12165
"0215 Frogn (-2019)";"1998";"Personer";12517
"0215 Frogn (-2019)";"1999";"Personer";12748
"0215 Frogn (-2019)";"2000";"Personer";12972
"0215 Frogn (-2019)";"2001";"Personer";13020
"0215 Frogn (-2019)";"2002";"Personer";12962
"0215 Frogn (-2019)";"2003";"Personer";13116
"0215 Frogn (-2019)";"2004";"Personer";13153
"0215 Frogn (-2019)";"2005";"Personer";13358
"0215 Frogn (-2019)";"2006";"Personer";13585
"0215 Frogn (-2019)";"2007";"Personer";13890
"0215 Frogn (-2019)";"2008";"Personer";14245
"0215 Frogn (-2019)";"2009";"Personer";14435
"0215 Frogn (-2019)";"2010";"Personer";14622
"0215 Frogn (-2019)";"2011";"Personer";14814
"0215 Frogn (-2019)";"2012";"Personer";15154
"0215 Frogn (-2019)";"2013";"Personer";15469
"0215 Frogn (-2019)";"2014";"Personer";15671
"0215 Frogn (-2019)";"2015";"Personer";15656
"0215 Frogn (-2019)";"2016";"Personer";15695
"0215 Frogn (-2019)";"2017";"Personer";15743
"0215 Frogn (-2019)";"2018";"Personer";15735
"0215 Frogn (-2019)";"2019";"Personer";15761
"0216 Nesodden (-2019)";"1986";"Personer";11567
"0216 Nesodden (-2019)";"1987";"Personer";11998
"0216 Nesodden (-2019)";"1988";"Personer";12458
"0216 Nesodden (-2019)";"1989";"Personer";12866
"0216 Nesodden (-2019)";"1990";"Personer";13063
"0216 Nesodden (-2019)";"1991";"Personer";13222
"0216 Nesodden (-2019)";"1992";"Personer";13300
"0216 Nesodden (-2019)";"1993";"Personer";13508
"0216 Nesodden (-2019)";"1994";"Personer";13845
"0216 Nesodden (-2019)";"1995";"Personer";13987
"0216 Nesodden (-2019)";"1996";"Personer";14184
"0216 Nesodden (-2019)";"1997";"Personer";14350
"0216 Nesodden (-2019)";"1998";"Personer";14691
"0216 Nesodden (-2019)";"1999";"Personer";15097
"0216 Nesodden (-2019)";"2000";"Personer";15448
"0216 Nesodden (-2019)";"2001";"Personer";15534
"0216 Nesodden (-2019)";"2002";"Personer";15777
"0216 Nesodden (-2019)";"2003";"Personer";15943
"0216 Nesodden (-2019)";"2004";"Personer";16074
"0216 Nesodden (-2019)";"2005";"Personer";16231
"0216 Nesodden (-2019)";"2006";"Personer";16541
"0216 Nesodden (-2019)";"2007";"Personer";16791
"0216 Nesodden (-2019)";"2008";"Personer";16868
"0216 Nesodden (-2019)";"2009";"Personer";17129
"0216 Nesodden (-2019)";"2010";"Personer";17348
"0216 Nesodden (-2019)";"2011";"Personer";17515
"0216 Nesodden (-2019)";"2012";"Personer";17809
"0216 Nesodden (-2019)";"2013";"Personer";17998
"0216 Nesodden (-2019)";"2014";"Personer";18297
"0216 Nesodden (-2019)";"2015";"Personer";18372
"0216 Nesodden (-2019)";"2016";"Personer";18623
"0216 Nesodden (-2019)";"2017";"Personer";18869
"0216 Nesodden (-2019)";"2018";"Personer";19287
"0216 Nesodden (-2019)";"2019";"Personer";19488
"0217 Oppegård (-2019)";"1986";"Personer";19019
"0217 Oppegård (-2019)";"1987";"Personer";19369
"0217 Oppegård (-2019)";"1988";"Personer";19725
"0217 Oppegård (-2019)";"1989";"Personer";19978
"0217 Oppegård (-2019)";"1990";"Personer";20313
"0217 Oppegård (-2019)";"1991";"Personer";20683
"0217 Oppegård (-2019)";"1992";"Personer";21001
"0217 Oppegård (-2019)";"1993";"Personer";21285
"0217 Oppegård (-2019)";"1994";"Personer";21622
"0217 Oppegård (-2019)";"1995";"Personer";21826
"0217 Oppegård (-2019)";"1996";"Personer";22011
"0217 Oppegård (-2019)";"1997";"Personer";22353
"0217 Oppegård (-2019)";"1998";"Personer";22611
"0217 Oppegård (-2019)";"1999";"Personer";22805
"0217 Oppegård (-2019)";"2000";"Personer";22953
"0217 Oppegård (-2019)";"2001";"Personer";23006
"0217 Oppegård (-2019)";"2002";"Personer";23152
"0217 Oppegård (-2019)";"2003";"Personer";23243
"0217 Oppegård (-2019)";"2004";"Personer";23343
"0217 Oppegård (-2019)";"2005";"Personer";23586
"0217 Oppegård (-2019)";"2006";"Personer";23897
"0217 Oppegård (-2019)";"2007";"Personer";23993
"0217 Oppegård (-2019)";"2008";"Personer";24201
"0217 Oppegård (-2019)";"2009";"Personer";24612
"0217 Oppegård (-2019)";"2010";"Personer";24882
"0217 Oppegård (-2019)";"2011";"Personer";25072
"0217 Oppegård (-2019)";"2012";"Personer";25520
"0217 Oppegård (-2019)";"2013";"Personer";25963
"0217 Oppegård (-2019)";"2014";"Personer";26255
"0217 Oppegård (-2019)";"2015";"Personer";26580
"0217 Oppegård (-2019)";"2016";"Personer";26792
"0217 Oppegård (-2019)";"2017";"Personer";26988
"0217 Oppegård (-2019)";"2018";"Personer";27178
"0217 Oppegård (-2019)";"2019";"Personer";27394
"0219 Bærum (-2019)";"1986";"Personer";84724
"0219 Bærum (-2019)";"1987";"Personer";86541
"0219 Bærum (-2019)";"1988";"Personer";87773
"0219 Bærum (-2019)";"1989";"Personer";88594
"0219 Bærum (-2019)";"1990";"Personer";89221
"0219 Bærum (-2019)";"1991";"Personer";90579
"0219 Bærum (-2019)";"1992";"Personer";91692
"0219 Bærum (-2019)";"1993";"Personer";92748
"0219 Bærum (-2019)";"1994";"Personer";94098
"0219 Bærum (-2019)";"1995";"Personer";95548
"0219 Bærum (-2019)";"1996";"Personer";97034
"0219 Bærum (-2019)";"1997";"Personer";98298
"0219 Bærum (-2019)";"1998";"Personer";99590
"0219 Bærum (-2019)";"1999";"Personer";100773
"0219 Bærum (-2019)";"2000";"Personer";101494
"0219 Bærum (-2019)";"2001";"Personer";101340
"0219 Bærum (-2019)";"2002";"Personer";101497
"0219 Bærum (-2019)";"2003";"Personer";102529
"0219 Bærum (-2019)";"2004";"Personer";103313
"0219 Bærum (-2019)";"2005";"Personer";104690
"0219 Bærum (-2019)";"2006";"Personer";105928
"0219 Bærum (-2019)";"2007";"Personer";106932
"0219 Bærum (-2019)";"2008";"Personer";108144
"0219 Bærum (-2019)";"2009";"Personer";109700
"0219 Bærum (-2019)";"2010";"Personer";111213
"0219 Bærum (-2019)";"2011";"Personer";112789
"0219 Bærum (-2019)";"2012";"Personer";114489
"0219 Bærum (-2019)";"2013";"Personer";116677
"0219 Bærum (-2019)";"2014";"Personer";118588
"0219 Bærum (-2019)";"2015";"Personer";120685
"0219 Bærum (-2019)";"2016";"Personer";122348
"0219 Bærum (-2019)";"2017";"Personer";124008
"0219 Bærum (-2019)";"2018";"Personer";125454
"0219 Bærum (-2019)";"2019";"Personer";126841
"0220 Asker (-2019)";"1986";"Personer";38911
"0220 Asker (-2019)";"1987";"Personer";39704
"0220 Asker (-2019)";"1988";"Personer";40365
"0220 Asker (-2019)";"1989";"Personer";40941
"0220 Asker (-2019)";"1990";"Personer";41430
"0220 Asker (-2019)";"1991";"Personer";41903
"0220 Asker (-2019)";"1992";"Personer";42395
"0220 Asker (-2019)";"1993";"Personer";42826
"0220 Asker (-2019)";"1994";"Personer";43725
"0220 Asker (-2019)";"1995";"Personer";44396
"0220 Asker (-2019)";"1996";"Personer";45355
"0220 Asker (-2019)";"1997";"Personer";46202
"0220 Asker (-2019)";"1998";"Personer";47592
"0220 Asker (-2019)";"1999";"Personer";48397
"0220 Asker (-2019)";"2000";"Personer";49284
"0220 Asker (-2019)";"2001";"Personer";49661
"0220 Asker (-2019)";"2002";"Personer";49990
"0220 Asker (-2019)";"2003";"Personer";50290
"0220 Asker (-2019)";"2004";"Personer";50651
"0220 Asker (-2019)";"2005";"Personer";50858
"0220 Asker (-2019)";"2006";"Personer";51484
"0220 Asker (-2019)";"2007";"Personer";52210
"0220 Asker (-2019)";"2008";"Personer";52922
"0220 Asker (-2019)";"2009";"Personer";53756
"0220 Asker (-2019)";"2010";"Personer";54623
"0220 Asker (-2019)";"2011";"Personer";55284
"0220 Asker (-2019)";"2012";"Personer";56447
"0220 Asker (-2019)";"2013";"Personer";57418
"0220 Asker (-2019)";"2014";"Personer";58338
"0220 Asker (-2019)";"2015";"Personer";59571
"0220 Asker (-2019)";"2016";"Personer";60106
"0220 Asker (-2019)";"2017";"Personer";60781
"0220 Asker (-2019)";"2018";"Personer";60926
"0220 Asker (-2019)";"2019";"Personer";61523
"0221 Aurskog-Høland (-2019)";"1986";"Personer";12465
"0221 Aurskog-Høland (-2019)";"1987";"Personer";12534
"0221 Aurskog-Høland (-2019)";"1988";"Personer";12552
"0221 Aurskog-Høland (-2019)";"1989";"Personer";12577
"0221 Aurskog-Høland (-2019)";"1990";"Personer";12596
"0221 Aurskog-Høland (-2019)";"1991";"Personer";12562
"0221 Aurskog-Høland (-2019)";"1992";"Personer";12497
"0221 Aurskog-Høland (-2019)";"1993";"Personer";12423
"0221 Aurskog-Høland (-2019)";"1994";"Personer";12301
"0221 Aurskog-Høland (-2019)";"1995";"Personer";12292
"0221 Aurskog-Høland (-2019)";"1996";"Personer";12337
"0221 Aurskog-Høland (-2019)";"1997";"Personer";12348
"0221 Aurskog-Høland (-2019)";"1998";"Personer";12384
"0221 Aurskog-Høland (-2019)";"1999";"Personer";12442
"0221 Aurskog-Høland (-2019)";"2000";"Personer";12561
"0221 Aurskog-Høland (-2019)";"2001";"Personer";12701
"0221 Aurskog-Høland (-2019)";"2002";"Personer";12997
"0221 Aurskog-Høland (-2019)";"2003";"Personer";13067
"0221 Aurskog-Høland (-2019)";"2004";"Personer";13199
"0221 Aurskog-Høland (-2019)";"2005";"Personer";13275
"0221 Aurskog-Høland (-2019)";"2006";"Personer";13379
"0221 Aurskog-Høland (-2019)";"2007";"Personer";13587
"0221 Aurskog-Høland (-2019)";"2008";"Personer";13995
"0221 Aurskog-Høland (-2019)";"2009";"Personer";14158
"0221 Aurskog-Høland (-2019)";"2010";"Personer";14294
"0221 Aurskog-Høland (-2019)";"2011";"Personer";14632
"0221 Aurskog-Høland (-2019)";"2012";"Personer";14905
"0221 Aurskog-Høland (-2019)";"2013";"Personer";15260
"0221 Aurskog-Høland (-2019)";"2014";"Personer";15500
"0221 Aurskog-Høland (-2019)";"2015";"Personer";15726
"0221 Aurskog-Høland (-2019)";"2016";"Personer";15914
"0221 Aurskog-Høland (-2019)";"2017";"Personer";16162
"0221 Aurskog-Høland (-2019)";"2018";"Personer";16390
"0221 Aurskog-Høland (-2019)";"2019";"Personer";16500
"0226 Sørum (-2019)";"1986";"Personer";10234
"0226 Sørum (-2019)";"1987";"Personer";10596
"0226 Sørum (-2019)";"1988";"Personer";10946
"0226 Sørum (-2019)";"1989";"Personer";11120
"0226 Sørum (-2019)";"1990";"Personer";11245
"0226 Sørum (-2019)";"1991";"Personer";11287
"0226 Sørum (-2019)";"1992";"Personer";11307
"0226 Sørum (-2019)";"1993";"Personer";11311
"0226 Sørum (-2019)";"1994";"Personer";11334
"0226 Sørum (-2019)";"1995";"Personer";11420
"0226 Sørum (-2019)";"1996";"Personer";11452
"0226 Sørum (-2019)";"1997";"Personer";11581
"0226 Sørum (-2019)";"1998";"Personer";11879
"0226 Sørum (-2019)";"1999";"Personer";11970
"0226 Sørum (-2019)";"2000";"Personer";12133
"0226 Sørum (-2019)";"2001";"Personer";12262
"0226 Sørum (-2019)";"2002";"Personer";12386
"0226 Sørum (-2019)";"2003";"Personer";12571
"0226 Sørum (-2019)";"2004";"Personer";12768
"0226 Sørum (-2019)";"2005";"Personer";12925
"0226 Sørum (-2019)";"2006";"Personer";13367
"0226 Sørum (-2019)";"2007";"Personer";13807
"0226 Sørum (-2019)";"2008";"Personer";14279
"0226 Sørum (-2019)";"2009";"Personer";14942
"0226 Sørum (-2019)";"2010";"Personer";15369
"0226 Sørum (-2019)";"2011";"Personer";15686
"0226 Sørum (-2019)";"2012";"Personer";16091
"0226 Sørum (-2019)";"2013";"Personer";16363
"0226 Sørum (-2019)";"2014";"Personer";16918
"0226 Sørum (-2019)";"2015";"Personer";17089
"0226 Sørum (-2019)";"2016";"Personer";17443
"0226 Sørum (-2019)";"2017";"Personer";17665
"0226 Sørum (-2019)";"2018";"Personer";17980
"0226 Sørum (-2019)";"2019";"Personer";18263
"0227 Fet (-2019)";"1986";"Personer";8059
"0227 Fet (-2019)";"1987";"Personer";8199
